,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
277,Loa Janan,92,ID,1549326727,100,-0.58,117.09,74.41,2.95
278,Tsabong,0,BW,1549326727,34,-26.02,22.4,67.3,9.66
279,Aljezur,32,PT,1549326728,100,37.31,-8.8,51.95,9.44
280,Mamakan,36,RU,1549326728,74,57.82,114.02,-38.68,2.84
281,Tateyama,75,JP,1549324800,75,36.66,137.31,41,2.06
282,Touros,40,BR,1549324800,83,-5.2,-35.46,82.4,6.93
283,Pathein,0,MM,1549326729,94,16.78,94.73,65.77,4.97
284,Leningradskiy,48,RU,1549326729,83,69.38,178.42,-8.8,1.72
285,Bintulu,75,MY,1549324800,100,3.17,113.03,77,2.28
286,Laguna,75,MX,1549323780,41,27.52,-110.01,77,5.82
287,Sibu,75,MY,1549324800,100,2.29,111.83,77,2.24
288,Padang,40,ID,1549324800,94,-0.92,100.36,75.2,1.12
289,Strezhevoy,24,RU,1549324800,73,60.73,77.6,-29.21,6.71
290,Portland,90,US,1549324860,78,45.52,-122.67,37.94,5.82
291,Praia da Vitoria,40,PT,1549321200,93,38.73,-27.07,60.8,14.92
292,Cockburn Town,0,TC,1549326732,99,21.46,-71.14,78.91,3.62
293,Pacific Grove,75,US,1549325400,70,36.62,-121.92,50,17.22
294,Saskylakh,56,RU,1549326733,75,71.97,114.09,-2.91,17.05
295,Makat,68,KZ,1549326733,83,47.65,53.35,13.79,3.18
296,Tezu,8,IN,1549326734,46,27.93,96.16,49.25,2.17
297,Camopi,48,GF,1549326734,93,3.17,-52.33,75.17,3.74
298,Ruwi,40,OM,1549324200,88,23.6,58.55,69.8,4.7
299,Kirkenaer,88,NO,1549326000,100,60.46,12.06,19.4,2.24
300,Sfantu Gheorghe,0,RO,1549323000,93,44.65,26.83,44.6,24.16
301,Kemi,90,FI,1549326000,84,65.74,24.56,1.4,5.82
302,Broome,0,GB,1549324560,89,52.47,1.45,35.6,4.7
303,Charagua,90,BO,1549321200,83,-19.79,-63.2,71.6,4.7
304,Hasaki,75,JP,1549324800,41,35.73,140.83,42.8,10.29
305,La Ronge,90,CA,1549321200,68,55.1,-105.3,-18.41,2.24
306,Gisborne,0,NZ,1549326737,59,-38.66,178.02,77.74,4.74
307,Kolokani,0,ML,1549326737,38,13.58,-8.03,68.29,9.22
308,Rio Grande,0,BR,1549326737,97,-32.03,-52.1,69.01,9.89
309,Mulchen,20,CL,1549326738,67,-37.72,-72.23,75.89,3.74
310,Key West,75,US,1549325700,83,47.93,-96.78,-5.08,19.46
311,Molo,12,KE,1549326739,84,-0.25,35.73,47.86,2.39
312,Sakaiminato,75,JP,1549324800,100,35.55,133.23,39.2,2.24
313,Bubaque,0,GW,1549326739,93,11.28,-15.83,79.4,12.46
314,Esperance,20,TT,1549324800,78,10.24,-61.45,78.8,8.05
315,Ballina,12,IE,1549326740,100,54.11,-9.15,32.38,9.89
316,Crystal Beach,90,CA,1549324800,58,42.87,-79.06,57.92,20.8
317,Macduff,20,GB,1549324200,98,57.67,-2.48,37.4,12.75
318,Florence,90,US,1549325700,89,34.8,-87.68,62.06,5.82
319,Amos,90,CA,1549322100,78,48.57,-78.12,12.2,16.11
320,Ulaanbaatar,12,MN,1549324800,60,47.92,106.92,-27.41,2.24
321,Sobolevo,32,RU,1549326742,93,54.43,31.9,26.57,15.26
322,Gap,76,FR,1549326646,100,44.56,6.08,22.93,2.84
323,Port Moresby,40,PG,1549324800,62,-9.47,147.16,89.6,17.22
324,Lodja,88,CD,1549326743,99,-3.52,23.6,71.71,2.51
325,Teeli,0,RU,1549326743,47,51.01,90.2,-33.1,1.39
326,Khatassy,0,RU,1549324800,73,61.91,129.64,-29.21,4.47
327,Kotelnich,88,RU,1549326744,78,58.31,48.34,-3.58,14.14
328,Jacksonville,1,US,1549325700,87,30.33,-81.66,59,3.96
329,Brownsville,40,US,1549325700,90,25.91,-97.49,75.38,12.75
330,Wanaka,88,NZ,1549326746,54,-44.7,169.14,65.54,7.43
331,Ugoofaaru,80,MV,1549326746,100,5.67,73,80.62,14.92
332,Palmas Bellas,0,PA,1549324800,61,9.23,-80.09,84.2,11.41
333,Palmer,20,AU,1549323000,49,-34.85,139.16,69.8,11.41
334,Abakaliki,20,NG,1549326747,92,6.32,8.11,76.52,8.77
335,Lata,80,IN,1549326747,71,30.78,78.62,33.73,2.39
336,Livingstonia,80,MW,1549326747,100,-10.61,34.11,71.35,3.18
337,Polunochnoye,56,RU,1549326748,79,60.87,60.43,-17.71,7.31
338,Vanimo,36,PG,1549326748,100,-2.67,141.3,80.75,10.89
339,Saldanha,20,PT,1549326748,80,41.42,-6.55,27.25,2.62
340,Krasnyy Chikoy,12,RU,1549326749,49,50.36,108.75,-31.98,2.28
341,Tananger,75,NO,1549326000,100,58.94,5.59,39.2,13.87
342,Chapais,90,CA,1549325040,84,49.78,-74.86,3.2,6.93
343,Cidreira,44,BR,1549326749,72,-30.17,-50.22,69.95,8.21
344,Harper,1,US,1549325700,72,30.3,-99.24,68.9,8.21
345,Te Anau,0,NZ,1549326750,73,-45.41,167.72,63.52,9.22
346,Villanueva,20,NI,1549321200,62,12.96,-86.82,89.6,4.7
347,Lorengau,68,PG,1549326751,98,-2.02,147.27,83.32,12.8
348,Buala,68,SB,1549326751,86,-8.15,159.59,85.3,9.78
349,San Cristobal,40,EC,1549324800,87,-0.39,-78.55,59,8.05
350,Kano,0,NG,1549324800,28,11.99,8.53,73.4,2.24
351,Tazovskiy,48,RU,1549326753,65,67.47,78.7,-7.77,5.64
352,Nemuro,20,JP,1549324800,52,43.32,145.57,17.6,13.87
353,Bereda,75,ES,1549324800,87,43.27,-7.54,51.8,6.93
354,Emilio Carranza,0,MX,1549326754,71,19.97,-96.61,77.02,3.62
355,Kampot,40,KH,1549324800,74,10.62,104.18,78.8,9.17
356,Progreso,0,UY,1549324800,60,-34.68,-56.22,68,5.82
357,Abu Samrah,0,SY,1549326755,64,35.3,37.18,43.09,10.11
358,Ayorou,0,NE,1549326755,26,14.73,0.92,65.77,8.88
359,Bambous Virieux,40,MU,1549324800,94,-20.34,57.76,80.6,8.99
360,Hohhot,0,CN,1549321200,65,40.81,111.65,6.8,6.71
361,Kloulklubed,75,PW,1549324200,88,7.04,134.26,78.8,8.05
362,Sisimiut,0,GL,1549326757,100,66.94,-53.67,-8.4,4.18
363,Ahipara,88,NZ,1549326757,90,-35.17,173.16,70.22,7.31
364,Forestville,90,CA,1549324800,67,48.74,-69.09,19.4,4.7
365,Hambantota,20,LK,1549325400,100,6.12,81.12,73.4,3.36
366,Ketchikan,90,US,1549324560,92,55.34,-131.65,28.04,4.7
367,Manggar,76,ID,1549326758,100,-2.88,108.27,78.37,5.64
368,Thunder Bay,90,CA,1549324800,70,48.41,-89.26,-2.21,8.05
369,Makakilo City,1,US,1549324620,46,21.35,-158.09,80.06,10.29
370,Lang Son,92,VN,1549326759,97,21.83,106.73,66.49,2.95
371,Nyurba,32,RU,1549326759,59,63.29,118.35,-20.5,6.76
372,Kaka,92,TM,1549326760,99,37.35,59.62,27.88,5.86
373,Nagapattinam,80,IN,1549326760,78,10.76,79.84,78.64,11.12
374,Milkovo,75,BG,1549324800,93,41.53,24.68,48.2,1.95
375,Mayor Pablo Lagerenza,0,PY,1549326761,78,-19.93,-60.77,78.64,9.22
376,Chiradzulu,44,MW,1549326761,98,-15.7,35.18,68.87,4.29
377,Omsukchan,56,RU,1549326761,69,62.53,155.8,-17.53,4.74
378,Pochutla,75,MX,1549323900,69,15.74,-96.47,82.4,4.97
379,Conde,56,BR,1549326762,91,-11.81,-37.61,80.08,9.66
380,Quthing,32,LS,1549326762,100,-30.4,27.7,42.73,2.51
381,Half Moon Bay,75,US,1549324560,70,37.46,-122.43,51.08,14.99
382,Isangel,80,VU,1549326763,100,-19.55,169.27,79.49,4.97
383,Chlumec,0,CZ,1549326000,86,50.7,13.94,28.4,8.05
384,Ryki,90,PL,1549324800,100,51.63,21.94,32,2.24
385,Maragogi,88,BR,1549326540,95,-9.01,-35.22,78.55,6.98
386,Eyrarbakki,75,IS,1549324800,69,63.86,-21.15,33.8,11.41
387,Whitianga,0,NZ,1549326764,99,-36.83,175.7,71.44,6.53
388,Shaowu,88,CN,1549326765,100,27.34,117.49,50.56,2.06
389,Ust-Kuyga,0,RU,1549326765,0,70,135.55,-52.81,3.18
390,Knyaze-Volkonskoye,0,RU,1549324800,43,48.46,135.46,-7.61,13.42
391,Talara,68,PE,1549326766,75,-4.58,-81.27,77.74,7.54
392,Whittlesea,75,AU,1549323000,72,-37.51,145.12,64.4,11.41
393,Daru,12,SL,1549326767,74,7.99,-10.85,77.2,8.43
394,Almaznyy,90,RU,1549324800,100,48.03,40.04,30.2,6.71
395,Dauphin,20,CA,1549324800,75,51.15,-100.04,-13.01,3.36
396,Itoman,75,JP,1549325160,77,26.12,127.67,69.8,11.41
397,Makambako,68,TZ,1549326768,95,-8.85,34.82,64.15,6.08
398,Westport,32,IE,1549326548,100,53.8,-9.52,38.09,13.47
399,Biltine,0,TD,1549326769,65,14.53,20.93,66.76,2.95
400,Airai,44,TL,1549326770,86,-8.93,125.41,75.31,1.05
401,Pitkyaranta,32,RU,1549326770,84,61.57,31.48,12.94,10.56
402,Qaqortoq,88,GL,1549324200,67,60.72,-46.03,23,3.36
403,Chernyshevskiy,48,RU,1549326771,69,63.01,112.47,-23.61,5.64
404,Careiro da Varzea,20,BR,1549324800,74,-3.2,-59.81,82.4,4.7
405,Nanortalik,88,GL,1549326771,100,60.14,-45.24,27.74,23.2
406,Oksfjord,20,NO,1549324200,76,70.24,22.35,6.8,3.36
407,Labytnangi,12,RU,1549326772,43,66.66,66.39,-26.58,2.62
408,Bosaso,80,SO,1549326772,100,11.28,49.18,75.22,12.12
409,Sorland,64,NO,1549326772,100,67.67,12.69,28.51,10.22
410,Karasjok,68,NO,1549324200,76,69.47,25.52,-11.21,17.22
411,Tabuk,32,PH,1549326773,93,17.41,121.44,64.96,2.39
412,Eureka,75,US,1549326240,88,40.8,-124.16,39.02,5.82
413,San Ramon,20,NI,1549321200,73,12.92,-85.84,73.4,6.93
414,Kibala,0,TD,1549324800,18,9.11,18.35,80.6,6.93
415,Cayenne,0,GF,1549324800,88,4.94,-52.33,75.2,1.12
416,Fukue,20,JP,1549324800,49,35.03,136.69,46.4,13.87
417,Hovd,0,NO,1549324200,92,63.83,10.7,21.2,4.7
418,Presidencia Roque Saenz Pena,12,AR,1549326776,68,-26.79,-60.44,74.14,8.99
419,Maldonado,0,UY,1549324800,77,-34.91,-54.96,64.4,2.24
420,Breyten,92,ZA,1549326776,98,-26.3,29.99,59.87,8.66
421,Voloshka,92,RU,1549326777,84,61.33,40.09,14.24,25.55
422,Atyrau,76,KZ,1549324800,92,47.1,51.92,14,6.71
423,Toktogul,32,KG,1549326777,91,41.87,72.95,9.34,2.39
424,Tondano,20,ID,1549324800,74,1.3,124.91,82.4,3.36
425,Barentu,0,ER,1549326778,67,15.11,37.59,55.78,2.84
426,Hellvik,75,NO,1549324200,93,59.92,5.78,35.6,16.11
427,Eskil,0,TR,1549326778,73,38.4,33.41,31.7,3.85
428,Qasigiannguit,0,GL,1549324200,41,68.82,-51.19,19.4,18.34
429,Hobyo,92,SO,1549326779,83,5.35,48.53,76.7,16.82
430,Kruisfontein,0,ZA,1549326779,94,-34,24.73,64.19,6.08
431,Mitchell,1,US,1549324380,64,43.71,-98.03,-0.05,13.87
432,Kargasok,24,RU,1549326780,72,59.06,80.87,-36.43,4.63
433,Mongagua,75,BR,1549324800,82,-24.09,-46.62,64.4,11.41
434,College,90,US,1549324680,93,64.86,-147.8,15.98,3.36
435,Skibotn,0,NO,1549326000,78,69.39,20.27,10.4,5.82
436,Loksa,75,EE,1549326000,86,59.58,25.72,28.4,10.29
437,Bella Vista,0,AR,1549326782,64,-28.51,-59.05,71.53,10.11
438,Wajima,40,JP,1549324800,100,37.4,136.9,39.2,5.82
439,Nantucket,1,US,1549325700,100,41.28,-70.1,39.2,9.33
440,Sawara,75,IN,1549324800,100,30.68,76.64,50,1.12
441,Redlands,90,US,1549324680,87,34.06,-117.19,62.96,8.05
442,el Prat de Llobregat,20,ES,1549324800,100,41.32,2.1,46.4,4.7
443,Poli,0,CM,1549326784,70,8.48,13.24,66.44,1.95
444,Yulara,0,AU,1549324800,24,-25.24,130.99,91.4,13.87
445,Dunedin,92,NZ,1549326785,70,-45.87,170.5,66.35,10.22
446,Tomatlan,0,MX,1549326785,48,19.93,-105.25,78.95,3.18
447,Charters Towers,92,AU,1549326785,99,-20.07,146.27,73.69,17.16
448,Mackay,5,CA,1549324800,62,53.65,-115.58,-13.01,5.82
449,Hudson Bay,44,CA,1549326786,60,52.86,-102.4,-13.48,2.39
450,Havoysund,20,NO,1549324200,65,71,24.66,6.8,13.87
451,Devarkonda,0,IN,1549326786,85,16.69,78.91,60.95,2.84
452,Kurilsk,76,RU,1549326787,100,45.23,147.88,21.58,39.86
453,Gao,0,ML,1549326787,26,16.28,-0.04,68.24,11.23
454,Ixtapa,5,MX,1549324140,69,20.71,-105.21,78.8,10.29
455,Severobaykalsk,12,RU,1549326788,0,55.65,109.32,-47.01,2.95
456,Kolpashevo,24,RU,1549326788,73,58.31,82.9,-36.7,5.75
457,Inhambane,12,MZ,1549326788,97,-23.87,35.38,76.7,8.43
458,Takoradi,12,GH,1549326789,100,4.89,-1.75,81.07,5.75
459,Banisilan,20,PH,1549326789,97,7.51,124.69,70.4,2.95
460,Aksha,0,RU,1549326792,39,50.28,113.29,-27.48,7.87
461,Nalut,88,LY,1549326793,70,31.86,10.98,44.53,17.16
462,Paita,68,PE,1549326793,75,-5.09,-81.11,77.74,7.54
463,Komatipoort,92,MZ,1549326793,99,-25.43,31.96,68.65,8.66
464,Gaomi,0,CN,1549321200,86,36.37,119.8,39.2,8.95
465,Oum Hadjer,92,TD,1549326794,33,13.3,19.7,75.58,4.97
466,Rosario,0,UY,1549326794,56,-34.31,-57.35,67.7,9.1
467,Salalah,0,OM,1549324200,73,17.01,54.1,71.6,2.24
468,Chicama,75,PE,1549324800,88,-7.84,-79.15,77,10.29
469,Vossevangen,88,NO,1549326795,92,60.63,6.42,15.64,2.17
470,Ambon,90,FR,1549324800,100,47.55,-2.56,44.6,6.93
471,Tautira,75,PF,1549326600,70,-17.73,-149.15,87.8,8.05
472,Tilichiki,68,RU,1549326796,84,60.47,166.1,8.8,3.85
473,Dandong,12,CN,1549326796,74,40.12,124.37,24.01,9.22
474,The Valley,20,AI,1549324800,78,18.22,-63.06,77,6.93
475,Campbellton,32,CA,1549326797,77,48,-66.68,15.95,4.07
476,Hami,80,CN,1549326797,78,42.84,93.51,13.03,2.06
477,Necochea,0,AR,1549326620,71,-38.55,-58.74,66.35,9.66
478,Maiduguri,0,NG,1549326798,28,11.84,13.15,69.73,8.99
479,Caravelas,8,BR,1549326798,100,-17.73,-39.27,82.51,16.49
480,Meulaboh,32,ID,1549326799,100,4.14,96.13,78.32,4.63
481,Den Helder,20,NL,1549325160,100,52.96,4.76,44.6,8.05
482,Mariental,92,DE,1549326799,90,52.28,10.99,33.01,13.24
483,Belgrade,40,RS,1549324800,93,44.82,20.46,37.4,3.36
484,Sept-Iles,75,CA,1549324800,66,50.2,-66.38,10.4,6.93
485,Mora,12,PT,1549326800,80,38.94,-8.17,36.97,3.74
486,Naze,75,NG,1549321200,69,5.43,7.07,82.4,4.74
487,Shubarshi,80,KZ,1549326801,86,48.59,57.19,12.22,8.21
488,Yar-Sale,80,RU,1549326801,96,66.83,70.83,-15.51,9.1
489,Shimoda,75,JP,1549324800,100,34.7,138.93,48.2,16.11
490,Nuuk,24,GL,1549324200,57,64.17,-51.74,21.2,21.92
491,Mecca,0,SA,1549326802,86,21.43,39.83,58.25,2.73
492,Santiago,0,CL,1549324800,57,-33.44,-70.65,80.6,4.7
493,Bathsheba,40,BB,1549324800,78,13.22,-59.52,78.8,9.17
494,Richmond,1,CA,1549324500,42,49.16,-123.14,32,11.41
495,Ornskoldsvik,0,SE,1549324200,77,63.29,18.72,10.4,2.24
496,Esso,12,RU,1549326804,83,55.93,158.7,0.29,1.5
497,Mgandu,64,TZ,1549326804,79,-5.96,34.11,67.48,8.77
498,Oktyabrskiy,90,RU,1549324800,86,55.61,37.97,37.4,8.95
499,Shizunai,12,JP,1549326805,88,42.33,142.37,20.9,12.12
500,Curup,8,ID,1549326805,94,-3.47,102.53,69.19,0.38
501,Naliya,8,IN,1549326805,79,23.26,68.83,56.32,8.99
502,Palauig,0,PH,1549326806,95,15.44,119.9,73.24,5.64
503,Oussouye,0,SN,1549324800,94,12.49,-16.54,69.8,4.7
504,Sayyan,8,YE,1549326807,63,15.17,44.32,45.02,2.39
505,Haines Junction,0,CA,1549326807,80,60.75,-137.51,-3.81,2.28
506,Namibe,48,AO,1549326807,100,-15.19,12.15,77.6,5.64
507,Bell Ville,0,AR,1549326808,68,-32.63,-62.69,69.1,6.76
508,Rome,0,IT,1549326000,75,41.89,12.48,48.2,5.82
509,North Bend,75,US,1549324560,85,43.41,-124.22,37.04,9.17
510,Antofagasta,40,CL,1549324800,77,-23.65,-70.4,69.8,10.29
511,Brodokalmak,40,RU,1549324800,75,55.57,62.07,-18.41,13.42
512,Mount Gambier,0,AU,1549321200,52,-37.83,140.78,68,19.46
513,Yerbogachen,32,RU,1549326809,78,61.28,108.01,-38.55,3.18
514,Hailar,0,CN,1549326810,57,49.2,119.7,-33.87,8.99
515,Moose Factory,75,CA,1549324800,76,51.26,-80.61,-11.21,6.93
516,Ngunguru,32,NZ,1549326810,97,-35.62,174.5,70.85,11.01
517,Baghdad,0,IQ,1549324800,87,33.3,44.38,42.8,8.05
518,Chillicothe,90,US,1549325700,93,39.33,-82.98,53.6,9.17
519,Oranjemund,0,ZA,1549326811,92,-28.55,16.43,63.97,24.87
520,Abha,0,SA,1549324800,81,18.22,42.5,53.6,2.06
521,Ulladulla,90,AU,1549321200,83,-35.36,150.48,73.4,11.41
522,Saint-Augustin,90,FR,1549324800,100,44.83,-0.61,53.6,8.05
523,Tuatapere,0,NZ,1549326812,87,-46.13,167.69,59.74,18.5
524,Mangrol,75,IN,1549324800,82,25.33,76.51,60.8,2.73
525,Brindisi,0,IT,1549324500,82,40.63,17.94,57.2,11.41
526,Petropavlovsk-Kamchatskiy,40,RU,1549324800,66,53.05,158.65,15.8,4.47
527,San Quintin,20,PH,1549326814,72,17.54,120.52,71.39,4.85
528,Kahta,40,TR,1549324200,60,37.78,38.62,39.2,5.82
529,Allada,40,BJ,1549324800,83,6.67,2.15,84.2,16.11
530,Baft,0,IR,1549326815,75,29.23,56.61,7.49,2.95
531,Tura,0,IN,1549326815,78,25.52,90.21,48.76,2.06
532,Zhigansk,0,RU,1549326816,58,66.77,123.37,-20.01,10.67
533,Tabas,32,IR,1549326816,62,33.6,56.92,33.01,8.88
534,Zalesovo,0,RU,1549326816,71,54,84.74,-36.61,6.64
535,Pontarlier,0,CH,1549324200,92,46.9,6.35,28.4,2.28
536,Cocoa Beach,1,US,1549324560,100,28.32,-80.61,64.04,8.05
537,Havelock,90,US,1549325400,77,34.88,-76.9,62.06,16.11
538,Ishcherskaya,90,RU,1549324800,100,43.72,45.13,28.4,4.47
539,Gasa,0,BT,1549326818,24,27.91,89.73,-27.93,1.5
540,Blythe,1,US,1549324320,39,33.61,-114.59,66.02,14.99
541,Byron Bay,40,AU,1549323000,61,-28.65,153.62,84.2,14.99
542,Villa Carlos Paz,20,AR,1549324800,82,-31.42,-64.5,62.6,6.93
543,Barra do Garcas,12,BR,1549326605,80,-15.89,-52.26,79.54,2.39
544,Boditi,12,ET,1549326819,48,6.95,37.86,56.23,6.87
545,Myaundzha,64,RU,1549326820,67,63.05,147.18,-17.49,2.51
546,Zyryanka,44,RU,1549326820,35,65.73,150.89,-23.7,8.55
547,Kabo,100,CF,1549326820,47,7.69,18.62,88.18,3.85
548,Tarrafal,75,CV,1549324800,72,15.28,-23.77,68,13.87
549,Pavlodar,0,KZ,1549324800,67,52.28,76.96,-27.41,15.66
550,Horodyshche,68,UA,1549324800,89,50.76,29.29,33.8,4.47
551,Hefei,12,CN,1549321200,86,31.82,117.22,33.8,6.71
552,Eusebio Ayala,0,PY,1549324800,54,-25.38,-56.96,78.8,6.98
553,Puerto Madryn,0,AR,1549326822,58,-42.77,-65.04,74.14,20.62
554,Plettenberg Bay,0,ZA,1549326822,100,-34.05,23.37,63.92,4.18
